Job Title,Company Name,Location,Job Type,Salary,Experience Level,Skills/Technologies Required,Benefits,Job Responsibilities/Duties,Job Posting Date,Job Description Length,Job Posting Platform,Job Posting ID
Cleared Data Scientist (All Levels),Noblis,"Denver, CO",Full-time,"$70,800 - $110,625",Senior-level,"python, r, sql, machine learning, ai, cloud, statistics","Compensation: $70,800 - $110,625, Compensation: $70,800 - $133,750, Compensation: $85,600 - $133,750, Compensation: $114,100 - $178,300, Compensation will vary based on level, Total Rewards, At Noblis we recognize and reward your contributions, provide you with growth opportunities, and support your total well-being, Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, and work-life programs, Full-time and part-time employees working at least 20 hours a week on a regular basis are eligible to participate in our benefit programs, We encourage you to learn more about our total benefits by visiting the Benefits page on our Careers site, Compensation at Noblis is determined by various factors, including but not limited to, the combination of education, certifications, knowledge, skills, competencies, and experience, internal and external equity, location, clearance level, as well as contract-specific affordability, organizational requirements and applicable employment laws, The projected compensation range for this position is based on full time status, For part time or on-call staff, compensation is proportionately adjusted based on hours worked, While monetary compensation is important, it's just one component of Noblis total compensation package, Posted Salary Range, USD $70,800.00 - USD $178,300.00 /Yr","As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative solutions for our clients immediate mission challenges, In your role, you will work on teams with other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes, As a data scientist you will be working alongside cyber analysts to provide them services to develop AI/ML models on selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models, Identify, adapt, and integrate state-of-the-art research and open-source technologies into creative solutions, Develop and train new machine learning models, Identify, curate, and process large data sets, Research, apply, analyze, and document technical approaches and their outcomes, Leverage various computing resources such as GPU clusters and cloud-based compute servers",,6202,"Noblis - Careers - ICIMS, ZipRecruiter, Dice, LinkedIn, Cleared Careers, Monster, Ladders, SimplyHired",eyJqb2JfdGl0bGUiOiJDbGVhcmVkIERhdGEgU2NpZW50aXN0IChBbGwgTGV2ZWxzKSIsImNvbXBhbnlfbmFtZSI6Ik5vYmxpcyIsImFkZHJlc3NfY2l0eSI6IkRlbnZlciwgQ08iLCJodGlkb2NpZCI6IkNjdXkyUjRDTVlYV1EzSnRBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Hybrid: Transcription Data Scientist position opens with my Client,Dexperts Inc,"Centennial, CO",Contractor,,,"python, r, sql, ai",,"Our client is looking to build a team of Data Scientists to support real-time transcription of their high-volume contact centers based virtually and throughout the United States, The team currently has Speech Analysts, and they are looking to expand their capabilities to provide real-time text data transcription and sentiment analysis, and use AI instead of audio, The goal is to develop AI models with transcripts to capture call summaries in two to three sentences about the issue and resolution, and gather sentiment feedback based on tone, energy, and language, Currently, they have natural language processing (NLP) in place and need to improve LLMs for GenAI, The LLMs are text data specific and they need to incorporate more word embedding to convert word phrases to numerical representation of words using different techniques to identify similarities and allow the computer to understand those meanings, The goal is to build their own ChatGPT which will involve transcript and phonetic based queries converting that to transcript-based queries",2024/11/5,1939,Dice.com,eyJqb2JfdGl0bGUiOiJIeWJyaWQ6IFRyYW5zY3JpcHRpb24gRGF0YSBTY2llbnRpc3QgcG9zaXRpb24gb3BlbnMgd2l0aCBteSBDbGllbnQiLCJjb21wYW55X25hbWUiOiJEZXhwZXJ0cyBJbmMiLCJhZGRyZXNzX2NpdHkiOiJDZW50ZW5uaWFsLCBDTyIsImh0aWRvY2lkIjoiVFYwalFzSVdyUlJMSTN3MUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
"Data Scientist (Python + Oracle SQL / PLSQL) - Jersey City, NJ",Photon Career Site,United States,Full-time,,,"python, r, sql, machine learning, ai",,"Work with business SMEs to understand data requirements and translate them into predictive models and analytical tools, Apply techniques in Generative AI and Large Language Models and applied mathematics to develop summarization and question/answer model, Present information using data visualization techniques and communicate findings and mine useful insights, Assess the effectiveness and accuracy of new data sources and data gathering techniques, Develop processes and tools to monitor and analyze model performance, Python/R, Shiny, Tensorflow, Keras, pyTorch",2024/11/4,968,Oracle,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAoUHl0aG9uICsgT3JhY2xlIFNRTCAvIFBMU1FMKSAtIEplcnNleSBDaXR5LCBOSiIsImNvbXBhbnlfbmFtZSI6IlBob3RvbiBDYXJlZXIgU2l0ZSIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6InBkc3FFQUZNOW9NNVc5SHVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Center for Black Digital Research Data Scientist,The Pennsylvania State University,United States,Full-time,"$86,300 ",Senior-level,"r, machine learning, ai, statistics",,,2024/11/5,11388,"Workday, Glassdoor, ZipRecruiter, Monster, Towards AI Jobs, Jobs And Talents In AI, ML, Data Science And Big Data, Get.It",eyJqb2JfdGl0bGUiOiJDZW50ZXIgZm9yIEJsYWNrIERpZ2l0YWwgUmVzZWFyY2ggRGF0YSBTY2llbnRpc3QiLCJjb21wYW55X25hbWUiOiJUaGUgUGVubnN5bHZhbmlhIFN0YXRlIFVuaXZlcnNpdHkiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiJ0bDgzM1RqTTIzQkdLVllQQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
Data Scientist II,Grubhub Holdings Inc.,United States,Full-time,"$141,000- $211,000",,"python, r, machine learning, deep learning, ai, statistics",,,2024/10/14,7310,"Wd3.Myworkdaysite.com, ZipRecruiter, Built In Austin, Built In San Francisco, Workday, LinkedIn, Monster, Alooba Jobs Board",eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCBJSSIsImNvbXBhbnlfbmFtZSI6IkdydWJodWIgSG9sZGluZ3MgSW5jLiIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6IkFTYnFhWUNOZ0psMkNVV0JBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Computational/Data Scientist,Northwestern University Feinberg School of Medicine,United States,Full-time,,,"python, r, ai, statistics",,"In separate projects we are using novel computational tools to study mouse behavior using home-cage behavior software, such as Deep Lab Cut and electrophysiological alterations in neuronal circuits over time",,2638,JobRxiv,eyJqb2JfdGl0bGUiOiJDb21wdXRhdGlvbmFsL0RhdGEgU2NpZW50aXN0IiwiY29tcGFueV9uYW1lIjoiTm9ydGh3ZXN0ZXJuIFVuaXZlcnNpdHkgRmVpbmJlcmcgU2Nob29sIG9mIE1lZGljaW5lIiwiYWRkcmVzc19jaXR5IjoiVW5pdGVkIFN0YXRlcyIsImh0aWRvY2lkIjoiY2xmS1pYNFFwLThMMFhGckFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
ALX Data Scientist (Learning Experience),Sand Technologies,Anywhere,Full-time,,,"python, r, sql, machine learning, ai, cloud",,"Research and develop high-quality learning objectives and activities, including projects, walk-throughs, and workshops in Data Science, Machine Learning, Data Engineering, and AI, Assist in the development of R&D projects using LLM agents, NLP analysis, automated unstructured assessments, and AI-led learning journeys",2024/11/5,3473,Built In,eyJqb2JfdGl0bGUiOiJBTFggRGF0YSBTY2llbnRpc3QgKExlYXJuaW5nIEV4cGVyaWVuY2UpIiwiY29tcGFueV9uYW1lIjoiU2FuZCBUZWNobm9sb2dpZXMiLCJhZGRyZXNzX2NpdHkiOiJVbml0ZWQgU3RhdGVzIiwiaHRpZG9jaWQiOiI0RmZfUHBBOHlUN0VKeVJCQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
Data Scientist I - ML,Cotiviti,United States,Full-time,"$93,000 ",Senior-level,"python, r, sql, machine learning, deep learning, ai, cloud, statistics","Base compensation ranges from $93,000.00 to $115,000.00, Specific offers are determined by various factors, such as experience, education, skills, certifications, and other business needs, Cotiviti offers team members a competitive benefits package to address a wide range of personal and family needs, including medical, dental, vision, disability, and life insurance coverage, 401(k) savings plans, paid family leave, 9 paid holidays per year, and 17-27 days of Paid Time Off (PTO) per year, depending on specific level and length of service with Cotiviti","With access to dedicated on premise and cloud based big data solutions, this role will work with a vast amount of structured and unstructured data, including claims, membership, provider, medical records, and additional data sources, to begin to solve some of the most pressing healthcare issues of today, A Data Scientist I at Cotiviti will be given the opportunity to work directly with a team of knowledge healthcare professionals to set and establish aggressive goals and execute them with the team, As a Data Scientist I within Cotiviti you will be responsible for delivering solutions that help our clients and internal partners identify payment integrity issues, reduce the cost of healthcare processes, or improve the quality of healthcare outcomes, You will work as part of a team and will be individually responsible for the delivery of value, through machine learning, associated with your projects, You will be expected to follow processes and practices that allow your models to be incorporated into Cotivitis machine learning platform for production execution and monitoring, You will have more flexibility to experiment during exploratory data analysis to discover solutions to business problems, Work with key stakeholders with Research and Development, as well as Operations, along with product management to access the potential value and risks associated with business problems that have the potential to be solved using machine learning and artificial intelligence techniques, Develop an exploratory data analysis approach to verify the initial hypothesis associated with potential use cases, Document your approach, thinking, and results in standard approaches to allow other data scientists to collaborate with you on this work, Prepare your final trained model and develop a validation set for QA, Work with production operations to deploy your model into production and support them in monitoring model performance, Participate in other data science teams collaborating with your peers to support their projects, Participate in knowledge sharing sessions to bring new insights and technologies to the team, Participate in design sessions to continuously develop and improve the Cotiviti data science platform, Provide end-to-end value-based solutions, including data pipelines, model creation, and application for end user consumption, Applied Machine Learning: Application of a variety of machine learning techniques to increase identification of payment integrity issues for our clients, reduce the cost of auditing processes or increase the quality of care and outcomes, Statistical Analysis: Apply statistical methodology to solve business problems; appropriately interprets meaning from results, Financial Analysis: Ability to understand, generate and evaluate healthcare utilization, unit cost and medical cost trends, This includes understanding levers that effect healthcare cost, such as contracting, networks, policies, benefit structures, and product design, Statistical Analysis: Apply statistical methodology to solve business problems; appropriately interprets meaning from results, This includes understanding levers that effect healthcare cost, such as contracting, networks, policies, benefit structures, and product design, Remaining in a stationary position, often standing or sitting for prolonged periods, Repeating motions that may include the wrists, hands, and/or fingers",,11197,"Cotiviti | Careers Center - ICIMS, AmericanCareers.com",eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCBJIC0gTUwiLCJjb21wYW55X25hbWUiOiJDb3Rpdml0aSIsImFkZHJlc3NfY2l0eSI6IlVuaXRlZCBTdGF0ZXMiLCJodGlkb2NpZCI6IkI5bGNkRG4tWHNrZHNFbnZBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lOVlc1cGRHVmtJRk4wWVhSbGN3IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==
Lead Analyst  Data Science,Colorado Rockies,"Denver, CO",Full-time,"$125,000 - $145,000",,"python, r, sql, machine learning, deep learning, ai, statistics","Annual salary range of $125,000 - $145,000, As a candidate for this position, your salary and related elements of compensation will be contingent upon your work experience, education, job-related skills, and any other factors the Colorado Rockies consider relevant to the hiring decision for this position, In addition to the base salary, the Club believes in providing a very competitive and generous compensation and benefits package for its employees, Benefits include, but are not limited to, Medical, Dental, Vision, 401(k) with employer match, generous vacation and holiday program, employee parking, employer provided game tickets to home games, onsite fitness classes and experiences, employee discounts on merchandise, and so much more!","Enjoy tackling challenging problems, using interesting data, collaborating with smart people, and directly impacting what happens on the baseball field and in our business, People in this role will use statistical and machine-learning techniques to understand and quantify the game of baseball better, Analysts must also be able to communicate clearly with members of departments across baseball operations, including technical and non-technical audiences, You will work alongside the rest of the R&D, data engineering, and IT groups, interacting with coaches, scouts, and executives from across the organization, This position offers an exciting opportunity to work in a fast-paced sports environment and contribute to the success of our organization, Data Analysis: Design, build, test, and deploy statistical and machine learning models to support all facets of baseball operations, including scouting, player development, and the major league team, Analyze large and complex data on player performance, game statistics, and team metrics, Utilize statistical methods and machine learning techniques to uncover trends and patterns, Model Development: Develop and refine predictive models to forecast player performance, game outcomes, and other key metrics, Continuously improve models based on new data and feedback, Insight Generation: Translate data analysis into actionable insights and recommendations for coaching staff, management, and other stakeholders, Create detailed reports and visualizations to communicate findings effectively, Tool Development: Design and implement data tools and dashboards to support real-time decision-making and performance tracking, Ensure tools are user-friendly and meet the needs of various stakeholders, Use data to visualize model outputs and important baseball concepts, Designed and built informative data visualizations for automated reports or internal web applications, Research: Stay current with advancements in data science, machine learning, and sports analytics, Apply innovative techniques and methodologies to enhance the teams analytical capabilities, Research specific areas of the game using statistical modeling, Build and maintain these models and take ownership of their results, Collaboration: Develop a deep understanding of the existing body of the R&D teams research, code base, and database, Take on some responsibility for improving and maintaining existing projects, Perform ad hoc analyses on questions that come to Baseball R&D from across the organization, Data Management: Ensure accurate and efficient data collection, storage, and management, Maintain data integrity and address any data quality issues, Presentation: Prepare and deliver presentations to summarize findings and recommendations, Tailor presentations to different audiences, including technical and non-technical stakeholders, Work Environment: The position is primarily office-based at Coors Field, Work Hours: Standard full-time hours with the potential for extended hours during key periods, such as during the season or critical project deadlines, Travel: Minimal travel is required, though occasional travel to team facilities or events may be necessary, Team Dynamics: Collaborative environment involving regular interactions with coaching staff, analysts, and front office personnel, Prolonged periods of sitting and working with data are typical",2024/11/4,9807,"TeamWork Online, LinkedIn, Indeed, BeBee, Sports Jobs | Rebound, SimplyHired, Sports Business Ventures, Learn4Good",eyJqb2JfdGl0bGUiOiJMZWFkIEFuYWx5c3Qg4oCTIERhdGEgU2NpZW5jZSIsImNvbXBhbnlfbmFtZSI6IkNvbG9yYWRvIFJvY2tpZXMiLCJhZGRyZXNzX2NpdHkiOiJEZW52ZXIsIENPIiwiaHRpZG9jaWQiOiItcUNmZnVJUUc2MkNlVjdpQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJTlZXNXBkR1ZrSUZOMFlYUmxjdyIsImdsIjoidXMiLCJobCI6ImVuIn0=
Geospatial Data Scientist,NextEra Energy Resources,"Denver, CO",Full-time,"$97,600 ",,"python, r, machine learning, ai, cloud, statistics","The estimated base pay for this position is $97,600.00 to $146,400.00 per year, Starting pay will be based on several factors including, but not limited to, experience, qualifications, job-related and industry knowledge and skills and education/training, NextEra Energy offers a wide range of benefits to support our employees and their eligible family members","The Geospatial Data Scientist for the Transmission Fundamentals team will be responsible for developing novel datasets, conducting geospatial analyses using programmatic tools, and providing cartography to support transmission and renewable energy projects across the United States and Canada, The candidate will work collaboratively with a team of other geospatial data scientists and power modelers, Collaborate with colleagues to create new datasets and tools for broad-scale geospatial analysis to be used to identify, design, and evaluate transmission and renewable energy opportunities, Produce, manipulate, and harmonize datasets to support automated analyses, Collaborate with internal and external Subject Matter Experts to arrive at the most cost-effective and competitive transmission and renewable energy solutions, Perform other job-related duties as assigned, This position is responsible for developing algorithms, modeling techniques, and optimization methods that support many aspects of NextEra and FPL business, Employees in this role use knowledge of machine learning, optimization, statistics, and applied mathematics along with abilities in software engineering with a focus on distributed computing and data storage infrastructure (e.g. Big Data), Develops machine learning, optimization and other modeling solutions, Prepares comprehensive documented observations, analyses and interpretations of results including technical reports, summaries, protocols and quantitative analyses, Works with a variety of datasets, including timeseries data and big data requiring analysis on distributed computing platforms, Writes software in R, Python or similar languages and contributes code to product development teams, Performs other job-related duties as assigned",2024/11/4,6351,"LinkedIn, ZipRecruiter, Rigzone, Towards AI Jobs, Adzuna, Lensa, Talentify, BeBee",eyJqb2JfdGl0bGUiOiJHZW9zcGF0aWFsIERhdGEgU2NpZW50aXN0IiwiY29tcGFueV9uYW1lIjoiTmV4dEVyYSBFbmVyZ3kgUmVzb3VyY2VzIiwiYWRkcmVzc19jaXR5IjoiRGVudmVyLCBDTyIsImh0aWRvY2lkIjoiRE0wSFNnMWJ0NjJQNk9tRkFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
Data Science Lead Analyst (Medicare) - Hybrid,The Cigna Group,"San Francisco, CA (+9 others)",Full-time,,Senior-level,"python, r, sql, machine learning, ai, cloud","For this position, we anticipate offering an annual salary of 83,000 - 138,300 USD / yearly, depending on relevant factors, including experience and geographic location, This role is also anticipated to be eligible to participate in an annual bonus plan, We want you to be healthy, balanced, and feel secure, Thats why youll enjoy a comprehensive range of benefits, with a focus on supporting your whole health, Starting on day one of your employment, youll be offered several health-related benefits including medical, vision, dental, and well-being and behavioral health programs, We also offer 401(k) with company match, company paid life insurance, tuition reimbursement, a minimum of 18 days of paid time off per year and paid holidays, For more details on our employee benefits programs, visit Life at Cigna","The Data Scientist Lead Analyst will contribute to the Medicare Clinical and Customer strategy, performing research and analysis within the Clinical, STARS, and Risk Adjustment Analytics team, Reporting to the Senior Manager of Clinical & Customer Data Science, the data scientist will analyze healthcare claims, clinical outcomes, customer enrollment patterns, and financial information to make recommendations based on relevant findings, The Clinical, STARS, and Risk Adjustment Analytics team seeks to provide operational and analytical support to our partners to improve clinical programs, customer value, growth, and retention for Cigna Medicare, This role will help us accomplish this through data science, strategic insights, and collaboration with our internal partners, The Data Scientist Lead analyst will interface across multiple business areas, including, but not limited to clinical, pricing, reporting, product development, operations, and marketing departments as needed, The ideal candidate for this role will be highly motivated, flexible, embrace change, as well as develop analytical and statistical models and methodologies to predict, quantify, and/or forecast business metrics, Extract and analyze large healthcare claims using SAS, SQL, R, Python, Teradata, Hadoop, etc. for predictive modeling, machine learning, and other data science techniques, Document the methodology, process, code, and results of their work, Proactively works with more senior team members to understand project goals and priorities, Clearly and concisely communicates project results and methodologies, Demonstrates problem solving skills, Present technical topics and results to non-technical stakeholders, Use data science techniques to classify, quantify, and/or forecast business metrics that help customers make sound business decisions related to clinical and customer strategy",2024/11/5,4727,"Cigna - The Cigna Group, LinkedIn, Adzuna, Monster, Ladders, Cigna Jobs, Talentify, Emplois Chez SCI - Service Corporation International",eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVuY2UgTGVhZCBBbmFseXN0IChNZWRpY2FyZSkgLSBIeWJyaWQiLCJjb21wYW55X25hbWUiOiJUaGUgQ2lnbmEgR3JvdXAiLCJhZGRyZXNzX2NpdHkiOiJTYW4gRnJhbmNpc2NvLCBDQSIsImh0aWRvY2lkIjoia3ZndjhVZ2RKVHAtd2FYdUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSU5WVzVwZEdWa0lGTjBZWFJsY3ciLCJnbCI6InVzIiwiaGwiOiJlbiJ9
